<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.03.30	02:00:00	1919.65	1920.02	1916.08	1916.25	1362	0	18
2022.03.30	03:00:00	1916.26	1919.85	1915.80	1919.10	3081	0	18
2022.03.30	04:00:00	1919.10	1922.87	1918.51	1922.68	4310	0	21
2022.03.30	05:00:00	1922.70	1925.39	1921.87	1923.34	3315	0	18
2022.03.30	06:00:00	1923.38	1925.21	1922.17	1923.48	2856	0	18
2022.03.30	07:00:00	1923.52	1927.25	1921.86	1925.74	2857	0	20
2022.03.30	08:00:00	1925.72	1926.51	1923.28	1924.14	2444	0	22
2022.03.30	09:00:00	1924.10	1928.23	1922.63	1924.00	3919	0	18
2022.03.30	10:00:00	1923.92	1926.13	1920.52	1920.89	5128	0	18
2022.03.30	11:00:00	1920.77	1923.92	1919.09	1919.16	4278	0	18
2022.03.30	12:00:00	1919.14	1920.92	1917.07	1919.42	3861	0	18
2022.03.30	13:00:00	1919.44	1921.94	1919.02	1919.88	4141	0	19
2022.03.30	14:00:00	1919.80	1925.41	1919.75	1923.79	2862	0	18
2022.03.30	15:00:00	1923.80	1930.87	1922.42	1927.11	6396	0	18
2022.03.30	16:00:00	1927.12	1934.45	1922.34	1931.85	8485	0	18
2022.03.30	17:00:00	1931.69	1938.28	1929.64	1937.23	7200	0	18
2022.03.30	18:00:00	1937.23	1938.41	1933.67	1936.99	4722	0	18
2022.03.30	19:00:00	1937.02	1937.11	1931.65	1932.13	3188	0	18
2022.03.30	20:00:00	1932.14	1935.24	1930.43	1931.57	3178	0	18
2022.03.30	21:00:00	1931.57	1934.15	1930.49	1932.62	2110	0	18
2022.03.30	22:00:00	1932.62	1935.80	1931.79	1934.13	2389	0	18
2022.03.30	23:00:00	1934.28	1935.77	1932.31	1932.56	1300	0	22
2022.03.31	01:00:00	1932.81	1933.73	1932.54	1932.58	464	0	40
2022.03.31	02:00:00	1932.55	1933.90	1931.51	1933.90	929	0	24
2022.03.31	03:00:00	1933.92	1934.03	1928.18	1931.54	4106	0	27
2022.03.31	04:00:00	1931.53	1932.02	1926.40	1926.76	3060	0	22
2022.03.31	05:00:00	1926.79	1927.68	1924.83	1924.93	2644	0	22
2022.03.31	06:00:00	1924.87	1927.07	1923.64	1924.95	2824	0	22
2022.03.31	07:00:00	1924.93	1925.53	1920.11	1921.09	2677	0	25
2022.03.31	08:00:00	1921.09	1923.58	1918.99	1923.55	3228	0	25
2022.03.31	09:00:00	1923.44	1927.65	1922.45	1926.34	3954	0	22
2022.03.31	10:00:00	1926.34	1933.65	1925.26	1931.13	5126	0	22
2022.03.31	11:00:00	1931.14	1932.57	1923.77	1925.09	4768	0	18
2022.03.31	12:00:00	1925.07	1926.48	1922.39	1925.82	3569	0	18
2022.03.31	13:00:00	1925.80	1930.19	1924.56	1930.08	3187	0	18
2022.03.31	14:00:00	1930.08	1931.91	1928.35	1930.90	2943	0	18
2022.03.31	15:00:00	1930.80	1935.72	1928.01	1933.98	5458	0	18
2022.03.31	16:00:00	1933.98	1942.33	1932.19	1937.66	7873	0	18
2022.03.31	17:00:00	1937.69	1942.51	1937.53	1940.01	7485	0	18
2022.03.31	18:00:00	1939.97	1944.92	1939.46	1944.18	4906	0	18
2022.03.31	19:00:00	1944.22	1944.61	1938.87	1944.23	3796	0	18
2022.03.31	20:00:00	1944.24	1949.76	1944.00	1945.09	4303	0	18
2022.03.31	21:00:00	1945.09	1945.33	1941.29	1941.42	3452	0	18
2022.03.31	22:00:00	1941.40	1942.50	1934.83	1936.43	4504	0	18
2022.03.31	23:00:00	1936.55	1937.74	1936.04	1937.16	2526	0	22
2022.04.01	01:00:00	1937.15	1937.62	1934.54	1935.24	785	0	21
2022.04.01	02:00:00	1935.33	1936.83	1934.56	1936.61	974	0	23
2022.04.01	03:00:00	1936.60	1936.70	1932.35	1934.15	2750	0	18
2022.04.01	04:00:00	1934.08	1938.39	1933.51	1937.84	3381	0	24
2022.04.01	05:00:00	1937.83	1937.90	1933.30	1933.87	2767	0	18
2022.04.01	06:00:00	1933.87	1938.55	1933.80	1938.05	1925	0	24
2022.04.01	07:00:00	1938.04	1939.39	1936.62	1937.48	1992	0	20
2022.04.01	08:00:00	1937.48	1938.59	1935.76	1936.80	2188	0	23
2022.04.01	09:00:00	1936.80	1939.04	1931.48	1932.24	3640	0	21
2022.04.01	10:00:00	1932.27	1933.02	1929.33	1930.55	4824	0	18
2022.04.01	11:00:00	1930.55	1932.74	1929.56	1932.07	3589	0	18
2022.04.01	12:00:00	1932.09	1936.34	1932.06	1934.08	3784	0	18
2022.04.01	13:00:00	1934.07	1934.54	1927.16	1927.45	3165	0	18
2022.04.01	14:00:00	1927.46	1929.80	1924.15	1928.45	5264	0	18
2022.04.01	15:00:00	1928.50	1933.81	1925.37	1927.29	7824	0	18
2022.04.01	16:00:00	1927.28	1933.45	1922.41	1931.17	9137	0	18
2022.04.01	17:00:00	1931.86	1932.17	1918.58	1925.78	8247	0	18
2022.04.01	18:00:00	1925.78	1930.42	1922.93	1925.83	6190	0	18
2022.04.01	19:00:00	1925.84	1926.90	1922.56	1922.84	4346	0	18
2022.04.01	20:00:00	1922.93	1923.01	1917.94	1921.96	5171	0	18
2022.04.01	21:00:00	1921.98	1925.97	1921.96	1925.20	2933	0	18
2022.04.01	22:00:00	1925.20	1925.48	1920.77	1922.44	3731	0	18
2022.04.01	23:00:00	1922.52	1924.79	1922.52	1923.60	983	0	22
2022.04.04	01:00:00	1924.23	1925.52	1921.34	1922.95	678	0	27
2022.04.04	02:00:00	1922.95	1924.73	1922.35	1924.65	948	0	22
2022.04.04	03:00:00	1924.60	1926.77	1923.84	1925.57	1486	0	18
2022.04.04	04:00:00	1925.51	1925.51	1922.52	1922.65	2086	0	18
2022.04.04	05:00:00	1922.65	1923.12	1918.22	1919.15	2163	0	18
2022.04.04	06:00:00	1919.14	1920.32	1918.23	1918.87	1482	0	18
2022.04.04	07:00:00	1918.89	1918.96	1915.90	1917.51	1702	0	24
2022.04.04	08:00:00	1917.37	1921.16	1917.03	1920.05	2021	0	18
2022.04.04	09:00:00	1919.94	1928.75	1917.07	1927.77	3771	0	18
2022.04.04	10:00:00	1927.82	1930.91	1927.50	1929.81	4366	0	18
2022.04.04	11:00:00	1929.80	1932.91	1928.88	1931.06	4770	0	18
2022.04.04	12:00:00	1931.07	1931.60	1925.77	1925.99	3476	0	18
2022.04.04	13:00:00	1925.99	1929.04	1925.50	1928.69	2841	0	18
2022.04.04	14:00:00	1928.64	1931.01	1928.01	1929.11	3680	0	18
2022.04.04	15:00:00	1929.16	1935.86	1928.16	1931.59	6673	0	18
2022.04.04	16:00:00	1931.49	1936.67	1925.21	1925.21	10055	0	18
2022.04.04	17:00:00	1925.04	1936.18	1924.34	1934.66	9906	0	18
2022.04.04	18:00:00	1934.61	1935.50	1930.36	1933.52	5928	0	18
2022.04.04	19:00:00	1933.52	1933.90	1930.43	1931.47	3556	0	20
2022.04.04	20:00:00	1931.39	1931.62	1928.71	1929.50	3774	0	18
2022.04.04	21:00:00	1929.49	1933.30	1928.72	1931.95	2720	0	18
2022.04.04	22:00:00	1931.99	1932.79	1929.89	1932.20	2674	0	19
2022.04.04	23:00:00	1932.27	1933.08	1931.17	1932.40	1326	0	22
2022.04.05	01:00:00	1932.46	1933.82	1932.30	1933.19	824	0	19
2022.04.05	02:00:00	1933.16	1933.46	1930.64	1931.44	965	0	21
2022.04.05	03:00:00	1931.47	1932.93	1931.20	1931.87	1648	0	25
2022.04.05	04:00:00	1931.87	1932.45	1929.35	1930.14	1579	0	19
2022.04.05	05:00:00	1930.14	1930.49	1927.58	1928.24	1670	0	18
2022.04.05	06:00:00	1928.24	1929.50	1927.33	1928.50	1480	0	18
2022.04.05	07:00:00	1928.49	1928.99	1926.44	1928.40	1900	0	20
2022.04.05	08:00:00	1928.38	1930.75	1927.39	1930.57	1562	0	20
2022.04.05	09:00:00	1930.58	1933.50	1930.23	1932.54	2333	0	18
2022.04.05	10:00:00	1932.52	1933.08	1926.35	1927.50	4045	0	18
2022.04.05	11:00:00	1927.52	1931.95	1925.32	1931.60	3906	0	18
2022.04.05	12:00:00	1931.63	1932.34	1927.87	1929.53	4240	0	18
2022.04.05	13:00:00	1929.54	1930.52	1925.75	1928.64	3660	0	18
2022.04.05	14:00:00	1928.58	1929.64	1926.66	1927.68	2945	0	18
2022.04.05	15:00:00	1927.66	1935.19	1924.24	1935.11	5703	0	18
2022.04.05	16:00:00	1934.88	1943.36	1932.26	1942.18	7959	0	18
2022.04.05	17:00:00	1942.18	1944.48	1927.03	1930.72	10999	0	18
2022.04.05	18:00:00	1930.68	1932.87	1920.16	1920.69	6828	0	18
2022.04.05	19:00:00	1920.38	1925.31	1917.90	1923.32	5430	0	18
2022.04.05	20:00:00	1923.31	1925.43	1921.09	1922.02	3199	0	22
2022.04.05	21:00:00	1922.02	1924.31	1920.33	1923.57	3073	0	18
2022.04.05	22:00:00	1923.58	1924.54	1919.30	1920.04	3174	0	18
2022.04.05	23:00:00	1920.03	1923.64	1919.92	1923.41	1527	0	29
2022.04.06	01:00:00	1923.35	1923.73	1921.65	1922.92	575	0	22
2022.04.06	02:00:00	1922.82	1922.91	1920.23	1920.57	1502	0	18
2022.04.06	03:00:00	1920.56	1921.49	1917.50	1919.61	2851	0	19
2022.04.06	04:00:00	1919.47	1924.78	1916.57	1922.14	4138	0	18
2022.04.06	05:00:00	1922.10	1925.14	1921.32	1923.06	3012	0	18
2022.04.06	06:00:00	1923.06	1924.54	1922.31	1923.75	1952	0	18
2022.04.06	07:00:00	1923.80	1924.01	1920.44	1921.53	2030	0	18
2022.04.06	08:00:00	1921.53	1924.23	1920.76	1920.76	1967	0	18
2022.04.06	09:00:00	1920.72	1921.14	1917.80	1919.50	3923	0	18
2022.04.06	10:00:00	1919.50	1923.46	1915.11	1921.74	5278	0	18
2022.04.06	11:00:00	1921.77	1926.32	1921.58	1926.07	4088	0	18
2022.04.06	12:00:00	1926.07	1933.41	1925.90	1929.65	4590	0	18
2022.04.06	13:00:00	1929.63	1929.86	1921.52	1922.19	3976	0	18
2022.04.06	14:00:00	1922.22	1924.05	1918.08	1921.45	5016	0	18
2022.04.06	15:00:00	1921.44	1928.31	1919.37	1926.47	6634	0	18
2022.04.06	16:00:00	1926.46	1931.82	1923.52	1930.69	7058	0	18
2022.04.06	17:00:00	1930.66	1931.84	1923.58	1925.68	8032	0	18
2022.04.06	18:00:00	1925.68	1929.39	1925.61	1927.80	5674	0	18
2022.04.06	19:00:00	1927.78	1928.41	1923.43	1924.84	4051	0	18
2022.04.06	20:00:00	1924.86	1924.86	1919.70	1920.94	4407	0	18
2022.04.06	21:00:00	1920.91	1929.40	1915.57	1924.16	11028	0	18
2022.04.06	22:00:00	1924.22	1926.99	1922.88	1924.72	3700	0	20
2022.04.06	23:00:00	1924.81	1926.44	1924.50	1924.98	1327	0	27
2022.04.07	01:00:00	1924.07	1924.88	1923.11	1923.66	943	0	18
2022.04.07	02:00:00	1923.64	1924.00	1922.17	1923.66	1152	0	22
2022.04.07	03:00:00	1923.79	1927.22	1922.67	1925.33	2697	0	18
2022.04.07	04:00:00	1925.33	1926.12	1922.17	1922.92	2879	0	18
2022.04.07	05:00:00	1922.92	1925.23	1921.03	1924.75	2244	0	18
2022.04.07	06:00:00	1924.75	1925.63	1921.41	1922.22	1675	0	18
2022.04.07	07:00:00	1922.22	1923.40	1920.45	1921.60	1627	0	18
2022.04.07	08:00:00	1921.62	1923.83	1920.72	1922.88	2203	0	18
2022.04.07	09:00:00	1922.88	1926.18	1922.72	1924.78	3465	0	18
2022.04.07	10:00:00	1924.78	1928.03	1924.05	1925.36	3663	0	18
2022.04.07	11:00:00	1925.39	1928.29	1924.83	1926.11	4061	0	18
2022.04.07	12:00:00	1926.04	1928.54	1925.34	1927.37	2982	0	18
2022.04.07	13:00:00	1927.38	1928.16	1925.76	1926.48	2794	0	18
2022.04.07	14:00:00	1926.55	1931.54	1923.47	1930.47	5276	0	18
2022.04.07	15:00:00	1930.43	1933.59	1924.51	1927.54	6981	0	18
2022.04.07	16:00:00	1927.54	1932.04	1926.54	1931.94	8099	0	18
2022.04.07	17:00:00	1931.94	1937.59	1929.96	1936.45	8481	0	18
2022.04.07	18:00:00	1936.47	1937.62	1929.86	1933.63	5924	0	18
2022.04.07	19:00:00	1933.60	1936.14	1932.85	1934.11	3582	0	18
2022.04.07	20:00:00	1934.11	1936.79	1933.34	1934.81	3390	0	18
2022.04.07	21:00:00	1934.83	1935.58	1932.08	1933.30	2690	0	18
2022.04.07	22:00:00	1933.33	1933.39	1929.43	1932.13	3112	0	24
2022.04.07	23:00:00	1931.98	1932.62	1929.89	1931.50	1871	0	22
2022.04.08	01:00:00	1930.65	1932.11	1930.43	1931.10	895	0	30
2022.04.08	02:00:00	1931.10	1933.60	1930.67	1932.87	1287	0	18
2022.04.08	03:00:00	1932.91	1934.95	1932.27	1932.85	2323	0	18
2022.04.08	04:00:00	1932.83	1935.37	1932.15	1932.30	2185	0	18
2022.04.08	05:00:00	1932.28	1933.10	1929.23	1930.10	2499	0	18
2022.04.08	06:00:00	1930.07	1931.02	1928.56	1930.81	2062	0	20
2022.04.08	07:00:00	1930.81	1931.09	1927.81	1928.19	1286	0	19
2022.04.08	08:00:00	1928.19	1932.32	1927.52	1931.90	2290	0	18
2022.04.08	09:00:00	1931.89	1932.82	1928.05	1930.03	3602	0	18
2022.04.08	10:00:00	1930.07	1932.86	1929.23	1931.86	3385	0	18
2022.04.08	11:00:00	1931.88	1933.23	1929.92	1931.36	3568	0	18
2022.04.08	12:00:00	1931.36	1933.30	1930.99	1932.11	2890	0	18
2022.04.08	13:00:00	1932.08	1934.48	1931.83	1933.79	2376	0	18
2022.04.08	14:00:00	1933.79	1933.83	1930.14	1933.68	3589	0	18
2022.04.08	15:00:00	1933.87	1938.67	1928.98	1931.23	8238	0	18
2022.04.08	16:00:00	1931.19	1940.87	1930.73	1939.39	10177	0	18
2022.04.08	17:00:00	1939.55	1948.06	1939.51	1943.04	10573	0	18
2022.04.08	18:00:00	1943.00	1946.11	1941.13	1941.59	5620	0	18
2022.04.08	19:00:00	1941.59	1943.48	1940.30	1941.33	2967	0	18
2022.04.08	20:00:00	1941.30	1942.52	1938.89	1942.29	3187	0	18
2022.04.08	21:00:00	1942.23	1944.18	1941.87	1943.96	2238	0	18
2022.04.08	22:00:00	1943.91	1944.60	1941.00	1944.11	2604	0	18
2022.04.08	23:00:00	1944.13	1945.63	1943.19	1945.45	896	0	30
2022.04.11	01:00:00	1945.78	1949.58	1945.78	1946.93	1252	0	26
2022.04.11	02:00:00	1946.87	1947.07	1943.16	1944.47	1578	0	18
2022.04.11	03:00:00	1944.44	1945.94	1943.82	1945.22	2114	0	22
2022.04.11	04:00:00	1945.22	1947.67	1941.78	1944.23	3425	0	18
2022.04.11	05:00:00	1944.23	1944.47	1940.21	1943.54	3789	0	18
2022.04.11	06:00:00	1943.54	1946.12	1942.27	1942.75	2570	0	18
2022.04.11	07:00:00	1942.72	1944.45	1941.33	1942.06	1837	0	22
2022.04.11	08:00:00	1942.12	1945.31	1939.88	1945.06	3296	0	19
2022.04.11	09:00:00	1945.05	1945.51	1941.29	1942.91	4655	0	20
2022.04.11	10:00:00	1942.91	1946.77	1941.48	1945.79	5168	0	18
2022.04.11	11:00:00	1945.77	1957.95	1945.16	1956.90	6264	0	20
2022.04.11	12:00:00	1956.92	1959.26	1955.52	1958.05	4422	0	18
2022.04.11	13:00:00	1958.03	1958.86	1952.84	1956.34	5201	0	18
2022.04.11	14:00:00	1956.34	1961.22	1955.54	1960.51	5586	0	18
2022.04.11	15:00:00	1960.52	1969.13	1959.26	1963.19	9442	0	18
2022.04.11	16:00:00	1963.28	1964.73	1948.88	1950.95	12131	0	18
2022.04.11	17:00:00	1950.95	1952.97	1945.65	1951.44	9905	0	18
2022.04.11	18:00:00	1951.46	1954.35	1950.75	1951.25	5511	0	18
2022.04.11	19:00:00	1951.26	1951.47	1940.69	1941.26	5412	0	18
2022.04.11	20:00:00	1941.24	1947.26	1940.74	1946.86	4365	0	18
2022.04.11	21:00:00	1946.90	1950.19	1946.59	1949.55	2886	0	18
2022.04.11	22:00:00	1949.53	1954.44	1949.33	1953.67	2983	0	18
2022.04.11	23:00:00	1953.71	1955.69	1952.87	1953.40	1663	0	24
2022.04.12	01:00:00	1953.43	1954.18	1951.42	1951.83	940	0	28
2022.04.12	02:00:00	1951.83	1954.26	1951.83	1952.67	1161	0	18
2022.04.12	03:00:00	1952.61	1953.81	1949.73	1952.30	2776	0	18
2022.04.12	04:00:00	1952.30	1955.08	1950.10	1954.96	2963	0	18
2022.04.12	05:00:00	1954.94	1957.72	1954.78	1956.63	2511	0	21
2022.04.12	06:00:00	1956.61	1959.12	1955.82	1958.97	2243	0	18
2022.04.12	07:00:00	1959.06	1960.26	1957.74	1957.74	1894	0	20
2022.04.12	08:00:00	1957.86	1959.97	1955.63	1956.58	2690	0	18
2022.04.12	09:00:00	1956.56	1958.72	1955.90	1958.32	2983	0	18
2022.04.12	10:00:00	1958.32	1959.38	1952.79	1953.24	4438	0	18
2022.04.12	11:00:00	1953.24	1955.04	1950.79	1951.47	4102	0	18
2022.04.12	12:00:00	1951.50	1953.74	1949.69	1953.06	3097	0	18
2022.04.12	13:00:00	1953.09	1957.47	1953.09	1955.14	2860	0	18
2022.04.12	14:00:00	1955.17	1957.20	1952.41	1956.43	3564	0	18
2022.04.12	15:00:00	1956.39	1971.95	1955.11	1970.25	11085	0	18
2022.04.12	16:00:00	1970.25	1972.97	1960.43	1961.26	10370	0	18
2022.04.12	17:00:00	1961.37	1978.49	1960.70	1975.60	8728	0	18
2022.04.12	18:00:00	1975.60	1977.90	1970.29	1970.49	6415	0	18
2022.04.12	19:00:00	1970.49	1975.73	1969.61	1973.87	5324	0	18
2022.04.12	20:00:00	1973.91	1974.97	1968.97	1969.33	5681	0	18
2022.04.12	21:00:00	1969.20	1969.63	1964.60	1964.76	4148	0	18
2022.04.12	22:00:00	1964.79	1969.42	1964.66	1968.67	3487	0	18
2022.04.12	23:00:00	1968.81	1968.81	1964.51	1966.50	1891	0	22
2022.04.13	01:00:00	1966.32	1967.85	1966.01	1966.74	875	0	20
2022.04.13	02:00:00	1966.74	1966.81	1964.94	1965.85	797	0	18
2022.04.13	03:00:00	1965.85	1967.75	1962.64	1964.11	2528	0	18
2022.04.13	04:00:00	1964.11	1969.38	1963.49	1969.08	3347	0	18
2022.04.13	05:00:00	1969.10	1971.16	1968.16	1970.69	2525	0	18
2022.04.13	06:00:00	1970.69	1972.13	1968.90	1969.81	2028	0	18
2022.04.13	07:00:00	1969.87	1970.46	1967.62	1968.23	1425	0	18
2022.04.13	08:00:00	1968.18	1973.40	1967.57	1972.01	2181	0	18
2022.04.13	09:00:00	1971.95	1971.95	1966.38	1968.65	4455	0	18
2022.04.13	10:00:00	1968.63	1972.71	1965.56	1971.00	4813	0	18
2022.04.13	11:00:00	1971.00	1975.54	1969.89	1973.71	4267	0	18
2022.04.13	12:00:00	1973.73	1978.77	1973.58	1977.64	3613	0	18
2022.04.13	13:00:00	1977.54	1980.12	1976.01	1976.64	3812	0	18
2022.04.13	14:00:00	1976.64	1979.47	1974.31	1977.90	5168	0	18
2022.04.13	15:00:00	1977.89	1980.57	1971.64	1977.37	7782	0	18
2022.04.13	16:00:00	1977.48	1980.46	1973.03	1976.86	9168	0	18
2022.04.13	17:00:00	1976.93	1980.29	1974.38	1978.31	7449	0	18
2022.04.13	18:00:00	1978.33	1981.24	1975.91	1980.81	5069	0	18
2022.04.13	19:00:00	1980.81	1981.42	1977.81	1978.84	3968	0	18
2022.04.13	20:00:00	1978.84	1981.42	1977.01	1978.55	3560	0	18
2022.04.13	21:00:00	1978.55	1980.03	1975.65	1975.79	2722	0	18
2022.04.13	22:00:00	1975.81	1978.78	1974.71	1978.02	3754	0	18
2022.04.13	23:00:00	1978.06	1978.06	1976.21	1977.48	1721	0	22
2022.04.14	01:00:00	1977.50	1978.79	1976.81	1978.18	587	0	26
2022.04.14	02:00:00	1978.18	1979.08	1977.00	1977.08	1029	0	18
2022.04.14	03:00:00	1977.02	1977.58	1973.41	1974.89	2565	0	18
2022.04.14	04:00:00	1974.83	1979.77	1974.32	1979.68	2838	0	18
2022.04.14	05:00:00	1979.61	1980.24	1977.31	1977.55	2410	0	18
2022.04.14	06:00:00	1977.43	1977.44	1973.45	1973.58	2499	0	18
2022.04.14	07:00:00	1973.57	1975.52	1972.47	1975.52	1799	0	18
2022.04.14	08:00:00	1975.51	1975.51	1972.15	1972.33	2060	0	18
2022.04.14	09:00:00	1972.20	1974.61	1970.39	1973.43	3545	0	18
2022.04.14	10:00:00	1973.49	1978.27	1971.40	1975.50	4724	0	19
2022.04.14	11:00:00	1975.51	1975.90	1971.16	1971.16	3241	0	18
2022.04.14	12:00:00	1971.16	1972.20	1967.52	1968.92	4152	0	18
2022.04.14	13:00:00	1969.07	1974.86	1967.10	1974.06	3732	0	18
2022.04.14	14:00:00	1974.11	1978.86	1973.83	1977.17	5088	0	20
2022.04.14	15:00:00	1977.17	1979.74	1969.70	1972.45	8903	0	18
2022.04.14	16:00:00	1972.37	1977.74	1960.36	1961.40	10433	0	18
2022.04.14	17:00:00	1961.17	1972.52	1960.35	1972.01	9400	0	18
2022.04.14	18:00:00	1971.98	1972.04	1962.60	1966.63	6484	0	18
2022.04.14	19:00:00	1966.62	1972.30	1966.57	1970.94	4540	0	18
2022.04.14	20:00:00	1971.05	1975.03	1970.00	1971.95	4551	0	18
2022.04.14	21:00:00	1971.98	1974.63	1970.33	1970.33	2513	0	18
2022.04.14	22:00:00	1970.39	1973.57	1970.22	1971.58	1971	0	21
2022.04.14	23:00:00	1971.62	1973.43	1971.62	1973.20	848	0	24
2022.04.18	01:00:00	1972.19	1979.62	1971.34	1978.49	1561	0	18
2022.04.18	02:00:00	1978.49	1987.91	1978.11	1986.95	2701	0	18
2022.04.18	03:00:00	1986.98	1988.43	1983.80	1987.32	4126	0	18
2022.04.18	04:00:00	1987.41	1988.41	1983.15	1985.35	5355	0	18
2022.04.18	05:00:00	1985.35	1985.83	1982.45	1982.63	2956	0	18
2022.04.18	06:00:00	1982.63	1985.28	1982.50	1984.74	2353	0	18
2022.04.18	07:00:00	1984.74	1985.38	1983.25	1984.80	1786	0	20
2022.04.18	08:00:00	1984.79	1987.98	1983.93	1985.06	3168	0	18
2022.04.18	09:00:00	1984.96	1990.68	1983.49	1988.90	4379	0	18
2022.04.18	10:00:00	1988.83	1992.60	1988.45	1991.44	3748	0	18
2022.04.18	11:00:00	1991.35	1993.03	1989.86	1992.74	3059	0	18
2022.04.18	12:00:00	1992.76	1993.74	1991.63	1992.62	2474	0	18
2022.04.18	13:00:00	1992.61	1993.33	1987.66	1988.22	2674	0	18
2022.04.18	14:00:00	1988.21	1992.32	1988.05	1991.82	3985	0	18
2022.04.18	15:00:00	1991.84	1998.25	1991.69	1995.01	7341	0	18
2022.04.18	16:00:00	1994.98	1996.25	1988.77	1992.65	9917	0	18
2022.04.18	17:00:00	1992.63	1994.28	1982.91	1983.83	8947	0	18
2022.04.18	18:00:00	1983.66	1989.67	1982.70	1988.98	6772	0	18
2022.04.18	19:00:00	1988.98	1990.39	1985.28	1986.37	4500	0	18
2022.04.18	20:00:00	1986.39	1987.50	1977.49	1978.11	6394	0	18
2022.04.18	21:00:00	1978.11	1980.07	1976.13	1979.62	4777	0	18
2022.04.18	22:00:00	1979.65	1982.30	1977.90	1978.16	4034	0	18
2022.04.18	23:00:00	1978.11	1978.83	1976.48	1978.64	2756	0	22
2022.04.19	01:00:00	1977.88	1978.59	1976.73	1976.85	828	0	19
2022.04.19	02:00:00	1976.97	1977.47	1976.12	1976.93	1323	0	18
2022.04.19	03:00:00	1976.88	1978.79	1974.70	1975.75	3038	0	21
2022.04.19	04:00:00	1975.77	1978.48	1974.78	1978.08	4089	0	18
2022.04.19	05:00:00	1978.04	1978.55	1975.75	1977.11	3316	0	18
2022.04.19	06:00:00	1977.13	1978.63	1976.49	1978.52	2386	0	21
2022.04.19	07:00:00	1978.40	1978.60	1973.35	1974.73	2529	0	18
2022.04.19	08:00:00	1974.75	1975.69	1972.50	1974.39	3104	0	18
2022.04.19	09:00:00	1974.35	1976.30	1973.64	1974.35	3952	0	20
2022.04.19	10:00:00	1974.33	1980.68	1974.19	1977.83	5217	0	18
2022.04.19	11:00:00	1977.90	1981.17	1977.10	1977.85	4705	0	18
2022.04.19	12:00:00	1977.70	1979.59	1975.34	1977.62	4479	0	19
2022.04.19	13:00:00	1977.64	1978.76	1974.65	1977.87	4060	0	20
2022.04.19	14:00:00	1977.87	1980.21	1976.93	1980.00	4069	0	18
2022.04.19	15:00:00	1979.98	1981.86	1964.42	1967.05	9469	0	18
2022.04.19	16:00:00	1967.07	1968.05	1957.09	1963.60	13426	0	18
2022.04.19	17:00:00	1963.59	1965.77	1951.17	1955.28	10435	0	18
2022.04.19	18:00:00	1955.29	1956.55	1950.21	1956.34	6784	0	18
2022.04.19	19:00:00	1956.32	1958.11	1954.41	1956.86	4336	0	18
2022.04.19	20:00:00	1956.83	1957.67	1954.20	1955.14	3843	0	18
2022.04.19	21:00:00	1955.13	1955.84	1952.65	1954.04	3323	0	18
2022.04.19	22:00:00	1954.01	1954.21	1943.44	1948.04	5773	0	18
2022.04.19	23:00:00	1948.03	1950.16	1947.09	1949.76	2189	0	22
2022.04.20	01:00:00	1949.66	1950.85	1948.82	1949.82	1468	0	21
2022.04.20	02:00:00	1949.83	1951.45	1947.83	1949.62	1913	0	18
2022.04.20	03:00:00	1949.49	1950.04	1945.95	1946.83	2825	0	18
2022.04.20	04:00:00	1946.85	1949.20	1942.65	1945.09	6155	0	21
2022.04.20	05:00:00	1945.10	1947.69	1943.76	1946.64	4150	0	18
2022.04.20	06:00:00	1946.58	1947.89	1942.50	1943.97	4321	0	18
2022.04.20	07:00:00	1943.95	1944.26	1940.94	1943.23	3133	0	23
2022.04.20	08:00:00	1943.19	1946.55	1941.96	1942.10	3263	0	20
2022.04.20	09:00:00	1942.15	1943.01	1939.02	1941.39	4598	0	18
2022.04.20	10:00:00	1941.36	1944.78	1940.88	1943.73	5700	0	18
2022.04.20	11:00:00	1943.76	1947.07	1940.12	1946.57	4587	0	18
2022.04.20	12:00:00	1946.57	1949.51	1945.74	1948.77	4945	0	18
2022.04.20	13:00:00	1948.79	1953.59	1948.49	1952.91	6029	0	18
2022.04.20	14:00:00	1952.92	1955.03	1951.84	1952.03	4421	0	18
2022.04.20	15:00:00	1952.03	1952.71	1944.54	1949.80	7321	0	18
2022.04.20	16:00:00	1949.86	1951.19	1943.80	1948.92	9640	0	18
2022.04.20	17:00:00	1948.93	1954.27	1948.93	1952.34	8178	0	18
2022.04.20	18:00:00	1952.42	1954.49	1949.85	1950.72	5086	0	18
2022.04.20	19:00:00	1950.71	1953.56	1949.22	1953.05	3746	0	18
2022.04.20	20:00:00	1953.01	1954.81	1951.23	1951.97	4894	0	18
2022.04.20	21:00:00	1951.97	1953.19	1950.97	1951.93	3281	0	18
2022.04.20	22:00:00	1951.85	1957.94	1950.91	1957.75	3869	0	18
2022.04.20	23:00:00	1957.73	1958.17	1954.86	1957.42	1610	0	22
2022.04.21	01:00:00	1956.37	1956.93	1954.56	1955.41	1596	0	18
2022.04.21	02:00:00	1955.41	1957.19	1954.74	1956.75	1336	0	25
2022.04.21	03:00:00	1956.87	1957.24	1953.32	1955.86	2724	0	18
2022.04.21	04:00:00	1955.82	1956.68	1954.07	1954.97	3607	0	18
