<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.05.12	08:00:00	1851.05	1852.58	1847.37	1849.94	4176	0	18
2022.05.12	09:00:00	1849.94	1854.05	1847.74	1851.84	5435	0	18
2022.05.12	10:00:00	1851.86	1853.63	1843.81	1850.73	8020	0	18
2022.05.12	11:00:00	1850.71	1852.26	1846.52	1847.13	6526	0	18
2022.05.12	12:00:00	1847.16	1851.38	1845.93	1848.02	5184	0	18
2022.05.12	13:00:00	1848.02	1852.04	1845.67	1847.11	5129	0	18
2022.05.12	14:00:00	1847.19	1848.16	1839.87	1842.41	6478	0	18
2022.05.12	15:00:00	1842.31	1847.44	1841.00	1845.05	6859	0	18
2022.05.12	16:00:00	1844.98	1849.00	1838.55	1839.05	9884	0	18
2022.05.12	17:00:00	1839.05	1843.03	1835.60	1842.08	9167	0	18
2022.05.12	18:00:00	1842.08	1843.18	1833.29	1835.52	6826	0	18
2022.05.12	19:00:00	1835.52	1837.03	1824.03	1825.38	7389	0	18
2022.05.12	20:00:00	1825.45	1826.61	1821.84	1822.87	6884	0	18
2022.05.12	21:00:00	1822.96	1824.73	1821.36	1823.06	4156	0	18
2022.05.12	22:00:00	1823.03	1825.37	1821.77	1823.85	4688	0	18
2022.05.12	23:00:00	1823.83	1823.83	1821.16	1821.54	2344	0	22
2022.05.13	01:00:00	1821.81	1823.48	1811.07	1819.13	2304	0	18
2022.05.13	02:00:00	1819.11	1822.52	1818.63	1821.32	2028	0	18
2022.05.13	03:00:00	1821.31	1823.79	1820.77	1822.37	3096	0	21
2022.05.13	04:00:00	1822.35	1825.41	1822.34	1823.39	5047	0	18
2022.05.13	05:00:00	1823.32	1825.45	1822.78	1824.80	3094	0	21
2022.05.13	06:00:00	1824.76	1826.93	1823.92	1824.83	2781	0	18
2022.05.13	07:00:00	1824.79	1827.37	1824.64	1826.50	2119	0	18
2022.05.13	08:00:00	1826.51	1828.33	1825.49	1825.67	2895	0	18
2022.05.13	09:00:00	1825.70	1827.60	1821.23	1822.28	4933	0	18
2022.05.13	10:00:00	1822.33	1828.69	1821.99	1824.13	5715	0	18
2022.05.13	11:00:00	1824.14	1826.46	1820.18	1822.05	4249	0	18
2022.05.13	12:00:00	1822.08	1824.57	1821.80	1822.90	3195	0	18
2022.05.13	13:00:00	1822.79	1822.90	1815.61	1819.75	4305	0	18
2022.05.13	14:00:00	1819.73	1820.37	1812.80	1813.97	4311	0	18
2022.05.13	15:00:00	1813.91	1816.49	1808.22	1810.19	6797	0	18
2022.05.13	16:00:00	1810.22	1810.40	1799.00	1806.25	9823	0	18
2022.05.13	17:00:00	1806.17	1818.21	1806.17	1814.62	9094	0	18
2022.05.13	18:00:00	1814.66	1816.50	1807.00	1809.00	5848	0	18
2022.05.13	19:00:00	1809.00	1812.90	1808.32	1811.17	4039	0	18
2022.05.13	20:00:00	1811.18	1811.86	1807.76	1808.84	3538	0	18
2022.05.13	21:00:00	1808.83	1811.11	1808.62	1810.94	2827	0	18
2022.05.13	22:00:00	1810.97	1810.99	1806.86	1809.65	2847	0	18
2022.05.13	23:00:00	1809.65	1811.09	1808.89	1811.09	852	0	24
2022.05.16	01:00:00	1809.66	1814.43	1809.66	1810.96	1439	0	18
2022.05.16	02:00:00	1810.86	1813.34	1809.71	1813.14	2109	0	20
2022.05.16	03:00:00	1813.08	1816.14	1811.21	1815.67	2771	0	18
2022.05.16	04:00:00	1815.65	1817.45	1814.16	1814.44	4127	0	18
2022.05.16	05:00:00	1814.46	1814.46	1810.13	1811.92	4192	0	18
2022.05.16	06:00:00	1811.84	1813.05	1809.47	1810.64	2353	0	28
2022.05.16	07:00:00	1810.66	1811.16	1807.21	1807.62	1822	0	20
2022.05.16	08:00:00	1807.63	1809.78	1806.55	1808.91	2611	0	18
2022.05.16	09:00:00	1808.90	1808.90	1804.70	1806.66	3342	0	18
2022.05.16	10:00:00	1806.62	1809.99	1786.68	1792.57	6884	0	18
2022.05.16	11:00:00	1792.67	1800.99	1792.67	1798.91	4307	0	18
2022.05.16	12:00:00	1798.88	1807.20	1798.27	1800.25	3749	0	18
2022.05.16	13:00:00	1800.28	1806.49	1799.17	1806.36	2996	0	18
2022.05.16	14:00:00	1806.32	1806.84	1798.79	1800.37	4079	0	18
2022.05.16	15:00:00	1800.40	1810.35	1797.96	1808.03	6269	0	18
2022.05.16	16:00:00	1808.03	1810.53	1804.74	1807.72	7535	0	18
2022.05.16	17:00:00	1807.40	1815.85	1807.40	1812.22	6353	0	18
2022.05.16	18:00:00	1812.22	1814.23	1810.40	1813.71	3614	0	18
2022.05.16	19:00:00	1813.71	1816.40	1811.84	1815.54	2600	0	18
2022.05.16	20:00:00	1815.57	1818.08	1813.71	1816.26	2396	0	18
2022.05.16	21:00:00	1816.26	1822.93	1814.34	1822.40	3323	0	18
2022.05.16	22:00:00	1822.43	1826.81	1822.22	1826.23	3373	0	18
2022.05.16	23:00:00	1826.24	1826.46	1822.07	1823.77	988	0	22
2022.05.17	01:00:00	1824.56	1825.23	1822.82	1824.42	882	0	21
2022.05.17	02:00:00	1824.38	1829.25	1824.38	1826.33	1547	0	18
2022.05.17	03:00:00	1826.36	1828.72	1825.13	1825.38	2233	0	20
2022.05.17	04:00:00	1825.38	1826.83	1822.29	1826.14	3450	0	18
2022.05.17	05:00:00	1826.15	1828.25	1824.68	1824.68	2742	0	18
2022.05.17	06:00:00	1824.69	1825.46	1821.76	1822.61	2327	0	18
2022.05.17	07:00:00	1822.59	1825.60	1822.59	1823.73	1499	0	18
2022.05.17	08:00:00	1823.68	1828.73	1823.45	1828.34	2031	0	18
2022.05.17	09:00:00	1828.31	1830.17	1826.59	1830.15	3214	0	18
2022.05.17	10:00:00	1830.15	1830.15	1823.28	1824.07	4208	0	18
2022.05.17	11:00:00	1824.07	1828.94	1823.65	1827.70	4190	0	18
2022.05.17	12:00:00	1827.75	1829.83	1826.03	1828.30	3503	0	18
2022.05.17	13:00:00	1828.32	1830.32	1826.53	1827.42	3606	0	18
2022.05.17	14:00:00	1827.42	1836.01	1826.54	1834.54	4463	0	18
2022.05.17	15:00:00	1834.54	1835.86	1827.77	1832.29	6720	0	18
2022.05.17	16:00:00	1832.30	1832.79	1822.34	1823.87	7824	0	18
2022.05.17	17:00:00	1823.87	1825.57	1817.95	1821.79	7437	0	18
2022.05.17	18:00:00	1821.80	1822.72	1818.44	1818.62	4519	0	18
2022.05.17	19:00:00	1818.62	1823.06	1817.86	1821.18	3570	0	18
2022.05.17	20:00:00	1821.17	1821.76	1818.35	1819.16	2494	0	21
2022.05.17	21:00:00	1819.20	1820.65	1813.56	1816.19	7309	0	18
2022.05.17	22:00:00	1816.07	1817.54	1814.77	1815.83	3466	0	18
2022.05.17	23:00:00	1815.81	1816.12	1812.72	1814.92	1367	0	22
2022.05.18	01:00:00	1814.32	1815.58	1813.94	1814.30	925	0	18
2022.05.18	02:00:00	1814.27	1814.84	1812.85	1814.44	1559	0	18
2022.05.18	03:00:00	1814.44	1817.07	1814.19	1816.17	2076	0	18
2022.05.18	04:00:00	1816.16	1817.15	1810.89	1812.14	4293	0	18
2022.05.18	05:00:00	1812.10	1813.64	1810.42	1812.48	3092	0	18
2022.05.18	06:00:00	1812.47	1812.71	1807.60	1808.39	2895	0	18
2022.05.18	07:00:00	1808.35	1809.91	1807.82	1808.96	1827	0	18
2022.05.18	08:00:00	1808.86	1811.46	1808.69	1811.46	2838	0	18
2022.05.18	09:00:00	1811.45	1815.07	1809.66	1809.67	4142	0	18
2022.05.18	10:00:00	1809.71	1816.41	1809.29	1815.41	4688	0	18
2022.05.18	11:00:00	1815.41	1817.05	1813.57	1815.42	3664	0	18
2022.05.18	12:00:00	1815.43	1820.01	1813.92	1819.34	3099	0	18
2022.05.18	13:00:00	1819.34	1820.31	1815.64	1817.24	2730	0	18
2022.05.18	14:00:00	1817.24	1817.49	1807.48	1808.80	4117	0	18
2022.05.18	15:00:00	1808.83	1814.57	1807.36	1811.14	6023	0	18
2022.05.18	16:00:00	1811.11	1815.71	1809.63	1810.28	7386	0	18
2022.05.18	17:00:00	1810.25	1814.71	1810.01	1813.99	6118	0	18
2022.05.18	18:00:00	1814.04	1824.59	1813.47	1823.36	5811	0	18
2022.05.18	19:00:00	1823.37	1823.52	1819.50	1820.74	3493	0	18
2022.05.18	20:00:00	1820.74	1821.05	1815.29	1817.42	3965	0	18
2022.05.18	21:00:00	1817.43	1819.67	1815.83	1818.63	3299	0	18
2022.05.18	22:00:00	1818.51	1821.98	1815.36	1816.03	3362	0	18
2022.05.18	23:00:00	1816.03	1817.27	1815.52	1816.25	1251	0	22
2022.05.19	01:00:00	1816.32	1817.34	1815.34	1817.12	674	0	20
2022.05.19	02:00:00	1817.13	1817.19	1815.32	1815.97	1606	0	20
2022.05.19	03:00:00	1815.99	1816.66	1814.25	1814.83	2740	0	19
2022.05.19	04:00:00	1814.85	1816.80	1813.74	1815.46	3191	0	18
2022.05.19	05:00:00	1815.46	1816.58	1814.51	1815.52	2122	0	18
2022.05.19	06:00:00	1815.50	1817.56	1815.05	1816.03	2295	0	22
2022.05.19	07:00:00	1815.96	1817.34	1814.72	1815.27	1686	0	18
2022.05.19	08:00:00	1815.26	1815.37	1813.04	1813.78	3191	0	18
2022.05.19	09:00:00	1813.76	1814.79	1812.75	1813.94	3700	0	18
2022.05.19	10:00:00	1813.80	1815.74	1810.81	1813.12	5489	0	18
2022.05.19	11:00:00	1813.15	1823.09	1810.79	1822.53	5086	0	18
2022.05.19	12:00:00	1822.50	1830.00	1821.27	1829.70	5073	0	18
2022.05.19	13:00:00	1829.92	1830.72	1826.29	1828.68	3796	0	18
2022.05.19	14:00:00	1828.68	1832.32	1827.88	1830.38	4810	0	18
2022.05.19	15:00:00	1830.42	1841.11	1827.33	1838.20	7205	0	18
2022.05.19	16:00:00	1838.21	1841.38	1832.28	1839.35	9755	0	18
2022.05.19	17:00:00	1839.35	1846.88	1839.28	1845.60	9782	0	18
2022.05.19	18:00:00	1845.63	1849.03	1840.23	1842.17	6839	0	18
2022.05.19	19:00:00	1842.24	1843.09	1841.21	1842.91	4093	0	18
2022.05.19	20:00:00	1842.92	1843.93	1840.10	1841.40	5543	0	18
2022.05.19	21:00:00	1841.41	1841.99	1839.83	1839.99	3974	0	18
2022.05.19	22:00:00	1840.01	1843.43	1839.81	1842.59	3634	0	18
2022.05.19	23:00:00	1842.72	1842.85	1840.80	1841.61	1237	0	22
2022.05.20	01:00:00	1841.15	1842.32	1841.15	1841.82	871	0	28
2022.05.20	02:00:00	1841.81	1844.51	1841.41	1841.98	1419	0	18
2022.05.20	03:00:00	1841.99	1843.21	1840.01	1841.27	2316	0	18
2022.05.20	04:00:00	1841.30	1842.09	1837.61	1838.05	3267	0	18
2022.05.20	05:00:00	1838.06	1839.11	1836.43	1838.62	2633	0	18
2022.05.20	06:00:00	1838.62	1841.53	1838.61	1841.52	1961	0	18
2022.05.20	07:00:00	1841.50	1843.49	1840.87	1842.63	1808	0	18
2022.05.20	08:00:00	1842.58	1846.56	1841.23	1845.58	3708	0	18
2022.05.20	09:00:00	1845.60	1848.84	1844.56	1848.80	4404	0	18
2022.05.20	10:00:00	1848.77	1849.29	1841.70	1843.91	5604	0	18
2022.05.20	11:00:00	1843.88	1846.40	1843.05	1845.63	3840	0	18
2022.05.20	12:00:00	1845.61	1847.10	1843.52	1846.84	3246	0	18
2022.05.20	13:00:00	1846.84	1847.64	1843.93	1845.39	3073	0	18
2022.05.20	14:00:00	1845.40	1846.72	1841.06	1842.41	3389	0	18
2022.05.20	15:00:00	1842.40	1846.63	1841.01	1842.07	4888	0	18
2022.05.20	16:00:00	1842.17	1843.76	1836.19	1836.22	7405	0	18
2022.05.20	17:00:00	1836.18	1840.60	1832.24	1840.56	7573	0	18
2022.05.20	18:00:00	1840.56	1846.55	1839.40	1842.38	5172	0	18
2022.05.20	19:00:00	1842.43	1842.82	1839.55	1841.48	4615	0	18
2022.05.20	20:00:00	1841.47	1844.03	1840.32	1842.99	3863	0	0
2022.05.20	21:00:00	1842.97	1843.67	1840.92	1843.11	3124	0	18
2022.05.20	22:00:00	1843.12	1845.26	1841.84	1844.50	2378	0	19
2022.05.20	23:00:00	1844.51	1845.45	1844.29	1845.35	754	0	23
2022.05.23	01:00:00	1845.77	1849.29	1843.74	1847.56	1457	0	18
2022.05.23	02:00:00	1847.55	1849.29	1845.57	1846.29	1016	0	18
2022.05.23	03:00:00	1846.24	1853.57	1845.72	1852.37	2026	0	18
2022.05.23	04:00:00	1852.37	1853.00	1848.46	1848.71	3308	0	18
2022.05.23	05:00:00	1848.71	1853.37	1848.60	1852.38	2991	0	18
2022.05.23	06:00:00	1852.39	1854.84	1852.39	1854.29	2026	0	18
2022.05.23	07:00:00	1854.25	1855.74	1853.62	1854.21	1230	0	18
2022.05.23	08:00:00	1854.21	1858.10	1853.89	1856.04	2585	0	18
2022.05.23	09:00:00	1856.05	1856.05	1851.73	1853.05	4200	0	18
2022.05.23	10:00:00	1853.04	1857.28	1852.22	1856.46	3792	0	18
2022.05.23	11:00:00	1856.45	1863.06	1855.88	1861.44	4676	0	18
2022.05.23	12:00:00	1861.45	1865.03	1860.77	1864.24	3858	0	18
2022.05.23	13:00:00	1864.24	1865.26	1859.99	1860.25	3276	0	18
2022.05.23	14:00:00	1860.26	1862.68	1859.51	1862.14	3562	0	18
2022.05.23	15:00:00	1862.16	1864.48	1854.76	1855.63	5557	0	18
2022.05.23	16:00:00	1855.67	1857.02	1852.64	1854.41	7607	0	18
2022.05.23	17:00:00	1854.32	1858.02	1852.80	1853.75	6930	0	18
2022.05.23	18:00:00	1853.76	1855.02	1850.43	1851.88	5559	0	18
2022.05.23	19:00:00	1851.88	1852.12	1848.56	1849.96	4031	0	18
2022.05.23	20:00:00	1849.95	1853.48	1846.88	1853.28	3624	0	18
2022.05.23	21:00:00	1853.32	1858.69	1852.85	1856.09	2756	0	18
2022.05.23	22:00:00	1856.11	1857.17	1852.82	1852.96	2153	0	18
2022.05.23	23:00:00	1852.93	1853.79	1852.80	1853.26	1198	0	18
2022.05.24	01:00:00	1853.25	1854.35	1853.05	1853.33	573	0	26
2022.05.24	02:00:00	1853.35	1854.97	1853.18	1853.79	631	0	18
2022.05.24	03:00:00	1853.81	1854.20	1851.80	1851.87	1323	0	20
2022.05.24	04:00:00	1851.89	1852.23	1849.72	1849.79	2846	0	18
2022.05.24	05:00:00	1849.79	1851.06	1849.26	1850.77	1396	0	18
2022.05.24	06:00:00	1850.79	1855.81	1850.67	1855.61	1410	0	18
2022.05.24	07:00:00	1855.66	1857.06	1855.50	1855.70	1119	0	18
2022.05.24	08:00:00	1855.75	1856.54	1854.54	1854.84	1907	0	18
2022.05.24	09:00:00	1854.82	1855.43	1850.31	1851.40	3285	0	18
2022.05.24	10:00:00	1851.37	1859.94	1851.24	1859.93	4015	0	18
2022.05.24	11:00:00	1859.97	1860.58	1855.56	1856.00	2688	0	18
2022.05.24	12:00:00	1856.03	1859.07	1855.75	1856.50	1935	0	18
2022.05.24	13:00:00	1856.47	1857.95	1854.68	1857.73	2109	0	18
2022.05.24	14:00:00	1857.74	1859.50	1856.56	1858.02	2159	0	18
2022.05.24	15:00:00	1858.02	1860.62	1854.02	1859.95	4554	0	18
2022.05.24	16:00:00	1859.95	1867.62	1858.61	1867.41	6900	0	18
2022.05.24	17:00:00	1867.41	1868.81	1860.18	1865.36	7407	0	18
2022.05.24	18:00:00	1865.30	1869.51	1864.84	1869.15	4409	0	18
2022.05.24	19:00:00	1869.16	1869.58	1865.04	1867.01	3395	0	18
2022.05.24	20:00:00	1867.04	1867.04	1864.01	1864.49	3087	0	18
2022.05.24	21:00:00	1864.39	1866.27	1862.65	1864.26	2041	0	18
2022.05.24	22:00:00	1864.29	1866.87	1863.76	1866.73	1981	0	18
2022.05.24	23:00:00	1866.73	1866.99	1865.78	1866.35	923	0	22
2022.05.25	01:00:00	1865.43	1866.49	1865.11	1866.18	708	0	18
2022.05.25	02:00:00	1866.13	1867.82	1865.74	1867.30	930	0	19
2022.05.25	03:00:00	1867.33	1867.96	1864.72	1865.08	1412	0	18
2022.05.25	04:00:00	1865.08	1865.47	1860.94	1861.23	2839	0	18
2022.05.25	05:00:00	1861.23	1863.08	1859.58	1860.84	2616	0	18
2022.05.25	06:00:00	1860.85	1862.68	1859.56	1862.54	1780	0	18
2022.05.25	07:00:00	1862.62	1863.13	1861.81	1863.10	1323	0	18
2022.05.25	08:00:00	1863.12	1863.24	1858.67	1860.00	2005	0	18
2022.05.25	09:00:00	1859.97	1860.20	1855.79	1857.75	3427	0	18
2022.05.25	10:00:00	1857.75	1859.37	1856.68	1858.53	2786	0	18
2022.05.25	11:00:00	1858.53	1859.95	1855.03	1855.95	3166	0	18
2022.05.25	12:00:00	1855.95	1859.32	1855.54	1856.82	1886	0	18
2022.05.25	13:00:00	1856.92	1856.92	1851.35	1852.01	2691	0	18
2022.05.25	14:00:00	1852.02	1856.20	1851.17	1855.02	3335	0	18
2022.05.25	15:00:00	1855.11	1857.00	1850.96	1852.49	4586	0	18
2022.05.25	16:00:00	1852.49	1854.27	1847.71	1849.39	7137	0	18
2022.05.25	17:00:00	1849.32	1851.20	1846.84	1850.38	6067	0	18
2022.05.25	18:00:00	1850.40	1850.56	1842.77	1845.72	4063	0	18
2022.05.25	19:00:00	1845.72	1847.12	1843.31	1845.09	2887	0	18
2022.05.25	20:00:00	1845.06	1849.01	1843.38	1847.47	3226	0	18
2022.05.25	21:00:00	1847.50	1854.56	1847.45	1854.45	4585	0	18
2022.05.25	22:00:00	1854.45	1856.23	1853.85	1854.98	2185	0	18
2022.05.25	23:00:00	1854.97	1855.22	1852.86	1853.15	822	0	23
2022.05.26	01:00:00	1852.79	1854.10	1852.40	1853.03	652	0	18
2022.05.26	02:00:00	1853.03	1854.08	1852.85	1853.94	955	0	18
2022.05.26	03:00:00	1853.89	1854.23	1852.03	1852.30	2362	0	18
2022.05.26	04:00:00	1852.27	1853.19	1849.10	1849.65	2822	0	18
2022.05.26	05:00:00	1849.69	1852.52	1849.20	1851.84	2583	0	18
2022.05.26	06:00:00	1851.81	1852.10	1848.74	1850.65	2403	0	18
2022.05.26	07:00:00	1850.67	1851.40	1844.21	1845.00	2284	0	20
2022.05.26	08:00:00	1845.00	1846.03	1842.79	1843.53	3144	0	18
2022.05.26	09:00:00	1843.51	1846.85	1843.51	1846.83	3980	0	18
2022.05.26	10:00:00	1846.85	1850.57	1846.13	1847.78	5499	0	18
2022.05.26	11:00:00	1847.81	1849.67	1845.65	1845.79	3724	0	18
2022.05.26	12:00:00	1845.81	1847.07	1842.69	1845.69	3314	0	18
2022.05.26	13:00:00	1845.73	1847.78	1843.05	1844.56	2610	0	18
2022.05.26	14:00:00	1844.56	1846.67	1840.81	1846.41	4346	0	18
2022.05.26	15:00:00	1846.29	1847.37	1842.47	1843.23	4840	0	18
2022.05.26	16:00:00	1843.18	1849.32	1841.23	1849.12	7538	0	18
2022.05.26	17:00:00	1849.18	1853.27	1845.76	1846.68	7157	0	18
2022.05.26	18:00:00	1846.73	1847.77	1843.88	1846.39	4463	0	18
2022.05.26	19:00:00	1846.43	1847.60	1846.01	1847.60	2199	0	18
2022.05.26	20:00:00	1847.60	1850.31	1847.53	1849.37	3001	0	18
2022.05.26	21:00:00	1849.34	1851.84	1848.55	1851.58	2131	0	18
2022.05.26	22:00:00	1851.60	1853.62	1851.60	1851.88	1795	0	20
2022.05.26	23:00:00	1851.92	1852.19	1850.30	1850.55	723	0	20
2022.05.27	01:00:00	1850.67	1851.38	1849.88	1851.22	396	0	25
2022.05.27	02:00:00	1851.28	1853.81	1851.12	1852.68	843	0	18
2022.05.27	03:00:00	1852.69	1852.93	1848.26	1849.30	1814	0	18
2022.05.27	04:00:00	1849.30	1856.36	1847.88	1855.84	3931	0	18
2022.05.27	05:00:00	1855.70	1855.91	1852.53	1853.64	2404	0	18
2022.05.27	06:00:00	1853.64	1854.69	1851.94	1854.40	1773	0	18
2022.05.27	07:00:00	1854.42	1854.70	1852.91	1853.10	1020	0	18
2022.05.27	08:00:00	1853.08	1855.66	1851.88	1853.51	2528	0	18
2022.05.27	09:00:00	1853.53	1855.65	1852.45	1854.19	3132	0	18
2022.05.27	10:00:00	1854.21	1858.46	1853.93	1858.26	2886	0	18
2022.05.27	11:00:00	1858.26	1860.37	1856.61	1856.69	2964	0	18
2022.05.27	12:00:00	1856.69	1860.25	1856.60	1858.58	2311	0	18
2022.05.27	13:00:00	1858.62	1860.24	1857.32	1857.69	2750	0	18
2022.05.27	14:00:00	1857.72	1860.20	1857.23	1858.24	4399	0	18
2022.05.27	15:00:00	1858.24	1861.86	1850.60	1855.67	8341	0	18
2022.05.27	16:00:00	1855.67	1861.22	1854.86	1855.97	7324	0	18
2022.05.27	17:00:00	1855.61	1857.27	1852.62	1854.72	7468	0	18
2022.05.27	18:00:00	1854.70	1855.73	1850.97	1854.61	4970	0	18
2022.05.27	19:00:00	1854.60	1854.93	1851.90	1853.12	2899	0	18
2022.05.27	20:00:00	1853.08	1854.30	1851.93	1853.22	2117	0	18
2022.05.27	21:00:00	1853.15	1853.91	1851.94	1852.85	1854	0	18
2022.05.27	22:00:00	1852.85	1854.79	1852.66	1853.39	1880	0	18
2022.05.27	23:00:00	1853.30	1853.76	1853.14	1853.53	675	0	23
2022.05.30	01:00:00	1852.56	1853.88	1850.78	1850.83	767	0	18
2022.05.30	02:00:00	1850.82	1850.88	1848.12	1849.82	1180	0	18
2022.05.30	03:00:00	1849.82	1852.01	1849.35	1850.34	1701	0	18
2022.05.30	04:00:00	1850.30	1857.37	1848.68	1856.69	3677	0	18
2022.05.30	05:00:00	1856.68	1860.06	1856.67	1858.90	3157	0	18
2022.05.30	06:00:00	1858.88	1860.82	1857.78	1860.45	2219	0	18
2022.05.30	07:00:00	1860.53	1861.91	1859.31	1860.97	1901	0	18
2022.05.30	08:00:00	1860.94	1863.33	1860.76	1862.07	3181	0	18
2022.05.30	09:00:00	1862.04	1863.91	1860.78	1861.14	2960	0	18
2022.05.30	10:00:00	1861.14	1863.84	1858.30	1858.59	2688	0	18
2022.05.30	11:00:00	1858.59	1860.07	1856.17	1858.84	2901	0	18
2022.05.30	12:00:00	1858.82	1859.14	1856.77	1858.13	2064	0	18
2022.05.30	13:00:00	1858.19	1859.33	1854.34	1855.03	2192	0	18
2022.05.30	14:00:00	1855.01	1856.45	1854.12	1854.39	1966	0	18
2022.05.30	15:00:00	1854.39	1856.12	1854.00	1855.25	2652	0	18
2022.05.30	16:00:00	1855.22	1861.03	1855.00	1859.03	3975	0	18
2022.05.30	17:00:00	1859.00	1859.06	1854.18	1858.50	3822	0	18
2022.05.30	18:00:00	1858.46	1858.57	1854.88	1855.60	2437	0	18
2022.05.30	19:00:00	1855.60	1856.80	1855.10	1856.24	1092	0	18
2022.05.30	20:00:00	1856.23	1856.33	1855.36	1855.38	265	0	18
2022.05.31	01:00:00	1855.85	1856.81	1854.17	1854.36	864	0	18
2022.05.31	02:00:00	1854.32	1854.92	1851.99	1852.38	1549	0	18
2022.05.31	03:00:00	1852.39	1852.57	1846.00	1846.37	4529	0	18
2022.05.31	04:00:00	1846.30	1849.33	1845.90	1849.01	5863	0	18
2022.05.31	05:00:00	1848.99	1851.27	1848.31	1851.22	3055	0	18
2022.05.31	06:00:00	1851.22	1853.32	1850.88	1852.17	2702	0	18
2022.05.31	07:00:00	1852.14	1853.53	1851.03	1851.54	2428	0	18
2022.05.31	08:00:00	1851.60	1854.45	1851.54	1852.99	3293	0	18
2022.05.31	09:00:00	1852.94	1856.32	1852.45	1854.30	4284	0	18
2022.05.31	10:00:00	1854.25	1855.86	1853.68	1854.61	4378	0	18
2022.05.31	11:00:00	1854.61	1857.04	1852.00	1852.52	4038	0	18
2022.05.31	12:00:00	1852.52	1854.02	1848.99	1850.12	4176	0	18
2022.05.31	13:00:00	1850.14	1850.98	1847.19	1849.10	3862	0	18
2022.05.31	14:00:00	1849.10	1850.60	1844.51	1848.67	5177	0	18
2022.05.31	15:00:00	1848.67	1852.26	1847.07	1848.72	7794	0	18
2022.05.31	16:00:00	1848.73	1855.27	1848.30	1850.73	7774	0	18
2022.05.31	17:00:00	1850.73	1851.17	1840.41	1845.21	13194	0	18
2022.05.31	18:00:00	1845.14	1847.01	1840.08	1843.48	8477	0	18
2022.05.31	19:00:00	1843.47	1846.00	1841.78	1845.91	3888	0	18
2022.05.31	20:00:00	1845.93	1846.19	1842.29	1842.56	3763	0	18
2022.05.31	21:00:00	1842.57	1843.28	1839.75	1840.68	2950	0	18
2022.05.31	22:00:00	1840.63	1840.63	1835.02	1835.92	4549	0	18
2022.05.31	23:00:00	1835.62	1838.29	1835.30	1837.05	2760	0	18
2022.06.01	01:00:00	1837.29	1838.42	1836.43	1837.74	747	0	23
2022.06.01	02:00:00	1837.73	1837.84	1836.05	1836.36	1399	0	18
2022.06.01	03:00:00	1836.39	1836.54	1834.12	1834.35	3245	0	18
2022.06.01	04:00:00	1834.27	1836.30	1833.21	1835.08	5233	0	18
2022.06.01	05:00:00	1835.08	1837.92	1834.15	1836.95	3496	0	18
2022.06.01	06:00:00	1836.93	1837.80	1836.48	1836.67	2056	0	18
2022.06.01	07:00:00	1836.67	1836.70	1831.76	1833.39	3454	0	18
2022.06.01	08:00:00	1833.40	1833.54	1829.60	1832.37	4290	0	18
2022.06.01	09:00:00	1832.31	1835.18	1832.12	1833.57	4772	0	18
2022.06.01	10:00:00	1833.55	1836.80	1831.39	1833.63	5395	0	18
2022.06.01	11:00:00	1833.62	1837.10	1829.35	1829.94	4958	0	18
2022.06.01	12:00:00	1829.98	1831.90	1828.39	1831.46	4539	0	18
2022.06.01	13:00:00	1831.46	1833.29	1829.14	1831.97	2791	0	18
2022.06.01	14:00:00	1832.02	1832.49	1829.15	1829.67	4453	0	18
2022.06.01	15:00:00	1829.74	1844.69	1828.85	1844.05	9260	0	18
2022.06.01	16:00:00	1844.16	1849.06	1843.99	1845.13	8951	0	18
2022.06.01	17:00:00	1844.05	1845.72	1837.88	1843.38	12853	0	18
2022.06.01	18:00:00	1843.36	1847.63	1842.16	1845.53	6482	0	18
2022.06.01	19:00:00	1845.55	1849.83	1844.64	1847.51	4247	0	18
2022.06.01	20:00:00	1847.51	1849.78	1844.99	1847.76	3604	0	18
2022.06.01	21:00:00	1847.77	1849.93	1846.69	1848.78	2923	0	18
2022.06.01	22:00:00	1848.78	1849.30	1846.97	1847.29	2784	0	18
2022.06.01	23:00:00	1847.38	1847.73	1846.06	1846.18	1202	0	19
2022.06.02	01:00:00	1846.81	1847.23	1845.89	1847.08	714	0	18
2022.06.02	02:00:00	1847.10	1847.12	1845.36	1845.90	889	0	18
2022.06.02	03:00:00	1845.90	1848.89	1845.51	1847.18	2684	0	18
2022.06.02	04:00:00	1847.11	1847.48	1844.73	1844.81	3524	0	18
2022.06.02	05:00:00	1844.81	1846.46	1844.01	1844.31	2433	0	18
2022.06.02	06:00:00	1844.25	1846.14	1844.15	1844.73	1915	0	18
2022.06.02	07:00:00	1844.79	1846.08	1844.23	1845.00	1576	0	18
2022.06.02	08:00:00	1845.02	1848.93	1844.05	1848.16	3341	0	18
2022.06.02	09:00:00	1848.09	1852.81	1847.97	1851.88	4149	0	18
2022.06.02	10:00:00	1851.88	1853.20	1849.65	1851.10	3216	0	18
2022.06.02	11:00:00	1851.10	1852.63	1850.49	1852.02	2360	0	18
2022.06.02	12:00:00	1852.03	1854.92	1852.00	1853.92	2934	0	18
2022.06.02	13:00:00	1853.89	1856.90	1853.69	1855.06	3215	0	18
2022.06.02	14:00:00	1855.08	1856.67	1854.83	1855.78	3108	0	18
